Timestamp;Outdoors;Kitchen;Bedroom;Livingroom;Bathroom;Fridge;Freezer
19/05/2020 21:42:21;9.26;20.58;19.58;18.86;22.68;4.01;-17.00
19/05/2020 21:42:25;9.26;20.58;19.58;18.86;22.68;4.01;-17.00
19/05/2020 21:42:28;8.68;20.63;19.57;18.79;22.80;4.00;-17.00
19/05/2020 21:42:30;8.68;20.63;19.57;18.79;22.80;4.00;-17.00
19/05/2020 21:42:31;7.78;20.53;19.63;18.86;22.66;4.00;-17.00
